id,ST,STATE,OCC_CODE1,OCC_CODE2,OCC_TITLE,TOT_EMP,LOC_Q,A_MEAN
31,NE,Nebraska,11,9121,Natural Sciences Managers,150,0.43,107440
31,NE,Nebraska,11,9131,Postmasters and Mail Superintendents,450,2.72,53340
31,NE,Nebraska,11,9141,"Property, Real Estate, and Community Association Managers",260,0.23,88110
31,NE,Nebraska,11,9151,Social and Community Service Managers,680,0.84,53680
31,NE,Nebraska,11,9161,Emergency Management Directors,120,1.76,46150
31,NE,Nebraska,11,9199,"Managers, All Other",1240,0.52,91590
31,NE,Nebraska,13,0,Business and Financial Operations Occupations,42340,0.94,61550
31,NE,Nebraska,13,1021,"Buyers and Purchasing Agents, Farm Products",410,5.67,66790
31,NE,Nebraska,13,1022,"Wholesale and Retail Buyers, Except Farm Products",840,1.11,55390
31,NE,Nebraska,13,1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1560,0.79,53310
31,NE,Nebraska,13,1031,"Claims Adjusters, Examiners, and Investigators",2610,1.41,52710
31,NE,Nebraska,13,1032,"Insurance Appraisers, Auto Damage",**,**,60480
31,NE,Nebraska,13,1041,Compliance Officers,2410,1.51,61770
31,NE,Nebraska,13,1051,Cost Estimators,1560,1.14,51060
31,NE,Nebraska,13,1071,Human Resources Specialists,2750,0.99,55610
31,NE,Nebraska,13,1075,Labor Relations Specialists,400,0.75,45960
31,NE,Nebraska,13,1081,Logisticians,420,0.5,69690
31,NE,Nebraska,13,1111,Management Analysts,2420,0.64,74430
31,NE,Nebraska,13,1121,"Meeting, Convention, and Event Planners",210,0.42,42090
31,NE,Nebraska,13,1131,Fundraisers,470,1.37,49590
31,NE,Nebraska,13,1141,"Compensation, Benefits, and Job Analysis Specialists",650,1.08,63170
31,NE,Nebraska,13,1151,Training and Development Specialists,2260,1.47,52660
31,NE,Nebraska,13,1161,Market Research Analysts and Marketing Specialists,2870,1.04,59270
31,NE,Nebraska,13,1199,"Business Operations Specialists, All Other",3800,0.58,68020
31,NE,Nebraska,13,2011,Accountants and Auditors,7860,0.99,65270
31,NE,Nebraska,13,2021,Appraisers and Assessors of Real Estate,440,1.06,48930
31,NE,Nebraska,13,2031,Budget Analysts,240,0.58,62250
31,NE,Nebraska,13,2041,Credit Analysts,430,1.01,64170
31,NE,Nebraska,13,2051,Financial Analysts,1300,0.77,71750
31,NE,Nebraska,13,2052,Personal Financial Advisors,600,0.48,80140
31,NE,Nebraska,13,2053,Insurance Underwriters,1340,2.08,54930
31,NE,Nebraska,13,2061,Financial Examiners,400,2.01,70200
31,NE,Nebraska,13,2071,Credit Counselors,130,0.66,47210
31,NE,Nebraska,13,2072,Loan Officers,3060,1.52,68060
31,NE,Nebraska,13,2081,"Tax Examiners and Collectors, and Revenue Agents",240,0.53,55040
31,NE,Nebraska,13,2082,Tax Preparers,400,0.93,44040
31,NE,Nebraska,13,2099,"Financial Specialists, All Other",150,0.15,63470
31,NE,Nebraska,15,0,Computer and Mathematical Occupations,24850,0.99,69530
31,NE,Nebraska,15,1111,Computer and Information Research Scientists,40,0.26,86420
31,NE,Nebraska,15,1121,Computer Systems Analysts,3020,0.89,72000
31,NE,Nebraska,15,1122,Information Security Analysts,520,1.01,75810
31,NE,Nebraska,15,1131,Computer Programmers,2880,1.3,72560
31,NE,Nebraska,15,1132,"Software Developers, Applications",4410,1.07,74790
31,NE,Nebraska,15,1133,"Software Developers, Systems Software",1880,0.68,77680
31,NE,Nebraska,15,1134,Web Developers,800,1.1,55940
31,NE,Nebraska,15,1141,Database Administrators,910,1.16,74290
31,NE,Nebraska,15,1142,Network and Computer Systems Administrators,3920,1.6,68850
31,NE,Nebraska,15,1143,Computer Network Architects,1050,1.08,88310
31,NE,Nebraska,15,1151,Computer User Support Specialists,3140,0.85,46370
31,NE,Nebraska,15,1152,Computer Network Support Specialists,1090,0.92,66610
31,NE,Nebraska,15,1199,"Computer Occupations, All Other",670,0.52,75120
31,NE,Nebraska,15,2011,Actuaries,220,1.45,89770
31,NE,Nebraska,15,2031,Operations Research Analysts,140,0.3,75100
31,NE,Nebraska,15,2041,Statisticians,110,0.64,54190
31,NE,Nebraska,17,0,Architecture and Engineering Occupations,10690,0.65,66330
31,NE,Nebraska,17,1011,"Architects, Except Landscape and Naval",690,1.19,73250
31,NE,Nebraska,17,1012,Landscape Architects,70,0.64,75020
31,NE,Nebraska,17,1021,Cartographers and Photogrammetrists,100,1.2,59410
31,NE,Nebraska,17,1022,Surveyors,380,1.35,46510
31,NE,Nebraska,17,2011,Aerospace Engineers,220,0.39,107560
31,NE,Nebraska,17,2031,Biomedical Engineers,40,0.3,67740
31,NE,Nebraska,17,2041,Chemical Engineers,200,0.9,80850
31,NE,Nebraska,17,2051,Civil Engineers,1610,0.89,74910
31,NE,Nebraska,17,2061,Computer Hardware Engineers,120,0.22,82090
31,NE,Nebraska,17,2071,Electrical Engineers,790,0.7,79970
31,NE,Nebraska,17,2072,"Electronics Engineers, Except Computer",190,0.2,75160
31,NE,Nebraska,17,2081,Environmental Engineers,400,1.12,78830
31,NE,Nebraska,17,2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",110,0.65,80900
31,NE,Nebraska,17,2112,Industrial Engineers,860,0.56,75240
31,NE,Nebraska,17,2131,Materials Engineers,90,0.57,76610
31,NE,Nebraska,17,2141,Mechanical Engineers,820,0.46,74450
31,NE,Nebraska,17,3011,Architectural and Civil Drafters,480,0.81,44880
31,NE,Nebraska,17,3012,Electrical and Electronics Drafters,90,0.45,43290
31,NE,Nebraska,17,3013,Mechanical Drafters,400,0.9,44560
31,NE,Nebraska,17,3019,"Drafters, All Other",250,2.37,42780
31,NE,Nebraska,17,3022,Civil Engineering Technicians,710,1.43,44690
31,NE,Nebraska,17,3023,Electrical and Electronics Engineering Technicians,490,0.48,53860
31,NE,Nebraska,17,3024,Electro-Mechanical Technicians,90,0.79,49970
31,NE,Nebraska,17,3025,Environmental Engineering Technicians,210,1.62,49450
31,NE,Nebraska,17,3026,Industrial Engineering Technicians,180,0.39,46270
31,NE,Nebraska,17,3027,Mechanical Engineering Technicians,180,0.55,46730
31,NE,Nebraska,17,3029,"Engineering Technicians, Except Drafters, All Other",160,0.36,57270
31,NE,Nebraska,17,3031,Surveying and Mapping Technicians,170,0.52,40390
31,NE,Nebraska,19,0,"Life, Physical, and Social Science Occupations",6210,0.8,57850
31,NE,Nebraska,19,1011,Animal Scientists,50,3.27,82080
31,NE,Nebraska,19,1012,Food Scientists and Technologists,180,1.86,67710
31,NE,Nebraska,19,1013,Soil and Plant Scientists,390,4.42,59910
31,NE,Nebraska,19,1021,Biochemists and Biophysicists,160,0.84,52110
31,NE,Nebraska,19,1022,Microbiologists,210,1.58,64040
31,NE,Nebraska,19,1023,Zoologists and Wildlife Biologists,140,1.06,54070
31,NE,Nebraska,19,1029,"Biological Scientists, All Other",130,0.62,75410
31,NE,Nebraska,19,1031,Conservation Scientists,290,2.21,61630
31,NE,Nebraska,19,1032,Foresters,30,0.48,60280
31,NE,Nebraska,19,1041,Epidemiologists,30,0.96,65300
31,NE,Nebraska,19,1042,"Medical Scientists, Except Epidemiologists",290,0.43,51270
31,NE,Nebraska,19,2012,Physicists,50,0.42,91280
31,NE,Nebraska,19,2021,Atmospheric and Space Scientists,120,1.73,84690
31,NE,Nebraska,19,2031,Chemists,380,0.63,71760
31,NE,Nebraska,19,2041,"Environmental Scientists and Specialists, Including Health",730,1.23,52710
31,NE,Nebraska,19,2042,"Geoscientists, Except Hydrologists and Geographers",120,0.47,66520
31,NE,Nebraska,19,2043,Hydrologists,90,1.77,53880
31,NE,Nebraska,19,2099,"Physical Scientists, All Other",40,0.21,73960
31,NE,Nebraska,19,3011,Economists,40,0.32,84700
31,NE,Nebraska,19,3022,Survey Researchers,80,0.68,44320
31,NE,Nebraska,19,3031,"Clinical, Counseling, and School Psychologists",540,0.74,69050
31,NE,Nebraska,19,3039,"Psychologists, All Other",40,0.53,65600
31,NE,Nebraska,19,3051,Urban and Regional Planners,170,0.64,64010
31,NE,Nebraska,19,3099,"Social Scientists and Related Workers, All Other",180,0.84,71580
31,NE,Nebraska,19,4011,Agricultural and Food Science Technicians,210,1.6,38080
31,NE,Nebraska,19,4021,Biological Technicians,460,0.9,36960
31,NE,Nebraska,19,4031,Chemical Technicians,200,0.46,43690
31,NE,Nebraska,19,4091,"Environmental Science and Protection Technicians, Including Health",150,0.69,51650
31,NE,Nebraska,19,4093,Forest and Conservation Technicians,140,0.61,37910
31,NE,Nebraska,19,4099,"Life, Physical, and Social Science Technicians, All Other",320,0.8,49170
31,NE,Nebraska,21,0,Community and Social Service Occupations,15100,1.14,35800
31,NE,Nebraska,21,1011,Substance Abuse and Behavioral Disorder Counselors,560,1,41000
31,NE,Nebraska,21,1012,"Educational, Guidance, School, and Vocational Counselors",1400,0.84,50950
31,NE,Nebraska,21,1013,Marriage and Family Therapists,80,0.33,36820
31,NE,Nebraska,21,1014,Mental Health Counselors,910,1.12,44920
31,NE,Nebraska,21,1015,Rehabilitation Counselors,940,1.29,36520
31,NE,Nebraska,21,1021,"Child, Family, and School Social Workers",2360,1.23,37500
31,NE,Nebraska,21,1022,Healthcare Social Workers,970,0.99,42140
31,NE,Nebraska,21,1023,Mental Health and Substance Abuse Social Workers,610,0.79,39230
31,NE,Nebraska,21,1029,"Social Workers, All Other",140,0.35,49680
31,NE,Nebraska,21,1091,Health Educators,600,1.53,45800
31,NE,Nebraska,21,1092,Probation Officers and Correctional Treatment Specialists,460,0.76,37780
31,NE,Nebraska,21,1093,Social and Human Service Assistants,5130,2.08,24190
31,NE,Nebraska,21,1094,Community Health Workers,230,0.88,34490
31,NE,Nebraska,21,1099,"Community and Social Service Specialists, All Other",350,0.49,36250
31,NE,Nebraska,21,2011,Clergy,310,0.99,47760
31,NE,Nebraska,23,0,Legal Occupations,4650,0.65,75720
31,NE,Nebraska,23,1011,Lawyers,2800,0.68,97940
31,NE,Nebraska,23,1022,"Arbitrators, Mediators, and Conciliators",40,0.81,59310
31,NE,Nebraska,23,2011,Paralegals and Legal Assistants,1070,0.57,43680
31,NE,Nebraska,23,2093,"Title Examiners, Abstractors, and Searchers",610,1.77,34980
31,NE,Nebraska,23,2099,"Legal Support Workers, All Other",60,0.19,49790
31,NE,Nebraska,25,0,"Education, Training, and Library Occupations",58200,0.99,43720
31,NE,Nebraska,25,1011,"Business Teachers, Postsecondary",530,0.92,66500
31,NE,Nebraska,25,1021,"Computer Science Teachers, Postsecondary",180,0.76,77820
31,NE,Nebraska,25,1022,"Mathematical Science Teachers, Postsecondary",330,0.88,64470
31,NE,Nebraska,25,1031,"Architecture Teachers, Postsecondary",40,0.8,70530
31,NE,Nebraska,25,1032,"Engineering Teachers, Postsecondary",180,0.74,93690
31,NE,Nebraska,25,1042,"Biological Science Teachers, Postsecondary",360,1.03,68720
31,NE,Nebraska,25,1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",50,0.61,74850
31,NE,Nebraska,25,1052,"Chemistry Teachers, Postsecondary",160,1.11,64520
31,NE,Nebraska,25,1054,"Physics Teachers, Postsecondary",100,1.04,72820
31,NE,Nebraska,25,1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30,0.45,54310
31,NE,Nebraska,25,1063,"Economics Teachers, Postsecondary",80,0.9,94800
31,NE,Nebraska,25,1064,"Geography Teachers, Postsecondary",50,1.53,63410
31,NE,Nebraska,25,1065,"Political Science Teachers, Postsecondary",90,0.73,68330
31,NE,Nebraska,25,1066,"Psychology Teachers, Postsecondary",320,1.19,64930
31,NE,Nebraska,25,1067,"Sociology Teachers, Postsecondary",140,1.2,58990
31,NE,Nebraska,25,1072,"Nursing Instructors and Teachers, Postsecondary",540,1.36,64120
31,NE,Nebraska,25,1081,"Education Teachers, Postsecondary",660,1.5,53990
31,NE,Nebraska,25,1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",110,1.13,51200
31,NE,Nebraska,25,1113,"Social Work Teachers, Postsecondary",40,0.52,71300
31,NE,Nebraska,25,1121,"Art, Drama, and Music Teachers, Postsecondary",620,0.96,51490
31,NE,Nebraska,25,1122,"Communications Teachers, Postsecondary",240,1.13,52780
31,NE,Nebraska,25,1123,"English Language and Literature Teachers, Postsecondary",370,0.73,58200
31,NE,Nebraska,25,1124,"Foreign Language and Literature Teachers, Postsecondary",100,0.47,68460
31,NE,Nebraska,25,1125,"History Teachers, Postsecondary",150,0.93,62610
31,NE,Nebraska,25,1126,"Philosophy and Religion Teachers, Postsecondary",150,0.94,57010
31,NE,Nebraska,25,1191,Graduate Teaching Assistants,700,0.83,41600
31,NE,Nebraska,25,1192,"Home Economics Teachers, Postsecondary",70,2.03,67780
31,NE,Nebraska,25,1193,"Recreation and Fitness Studies Teachers, Postsecondary",160,1.16,43210
31,NE,Nebraska,25,1194,"Vocational Education Teachers, Postsecondary",2060,2.41,42490
31,NE,Nebraska,25,1199,"Postsecondary Teachers, All Other",780,0.54,41240
31,NE,Nebraska,25,2011,"Preschool Teachers, Except Special Education",1070,0.45,31770
31,NE,Nebraska,25,2012,"Kindergarten Teachers, Except Special Education",1220,1.1,45450
31,NE,Nebraska,25,2021,"Elementary School Teachers, Except Special Education",9610,1.01,47700
31,NE,Nebraska,25,2022,"Middle School Teachers, Except Special and Career/Technical Education",3170,0.73,49540
31,NE,Nebraska,25,2023,"Career/Technical Education Teachers, Middle School",190,1.45,53270
31,NE,Nebraska,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",6860,1.02,48540
31,NE,Nebraska,25,2032,"Career/Technical Education Teachers, Secondary School",490,0.8,51430
31,NE,Nebraska,25,2051,"Special Education Teachers, Preschool",60,0.37,61320
31,NE,Nebraska,25,2052,"Special Education Teachers, Kindergarten and Elementary School",1450,1.04,47310
31,NE,Nebraska,25,2053,"Special Education Teachers, Middle School",510,0.76,50810
31,NE,Nebraska,25,2054,"Special Education Teachers, Secondary School",880,0.94,48450
31,NE,Nebraska,25,2059,"Special Education Teachers, All Other",30,0.11,45760
31,NE,Nebraska,25,3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,490,1.06,40280
31,NE,Nebraska,25,3021,Self-Enrichment Education Teachers,1300,1.03,36380
31,NE,Nebraska,25,3098,Substitute Teachers,4910,1.13,31400
31,NE,Nebraska,25,3099,"Teachers and Instructors, All Other, Except Substitute Teachers",1330,0.7,41470
31,NE,Nebraska,25,4012,Curators,70,0.96,53210
31,NE,Nebraska,25,4013,Museum Technicians and Conservators,30,0.44,42850
31,NE,Nebraska,25,4021,Librarians,1200,1.22,47870
31,NE,Nebraska,25,4031,Library Technicians,680,0.97,27850
31,NE,Nebraska,25,9021,Farm and Home Management Advisors,220,2.78,67730
31,NE,Nebraska,25,9031,Instructional Coordinators,610,0.65,54350
31,NE,Nebraska,25,9041,Teacher Assistants,10400,1.25,21890
31,NE,Nebraska,25,9099,"Education, Training, and Library Workers, All Other",60,0.09,34340
31,NE,Nebraska,27,0,"Arts, Design, Entertainment, Sports, and Media Occupations",11200,0.91,39130
31,NE,Nebraska,27,1011,Art Directors,120,0.55,66970
31,NE,Nebraska,27,1012,Craft Artists,30,0.99,30740
31,NE,Nebraska,27,1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",**,**,36780
31,NE,Nebraska,27,1014,Multimedia Artists and Animators,150,0.73,37750
31,NE,Nebraska,27,1021,Commercial and Industrial Designers,70,0.35,55160
31,NE,Nebraska,27,1023,Floral Designers,400,1.22,23150
31,NE,Nebraska,27,1024,Graphic Designers,1330,0.99,40910
31,NE,Nebraska,27,1025,Interior Designers,250,0.89,42740
31,NE,Nebraska,27,1026,Merchandise Displayers and Window Trimmers,380,0.74,30400
31,NE,Nebraska,27,1027,Set and Exhibit Designers,40,0.59,39380
31,NE,Nebraska,27,2011,Actors,130,0.25,*
31,NE,Nebraska,27,2012,Producers and Directors,240,0.39,47960
31,NE,Nebraska,27,2021,Athletes and Sports Competitors,50,0.58,49650
31,NE,Nebraska,27,2022,Coaches and Scouts,1300,0.92,30660
31,NE,Nebraska,27,2023,"Umpires, Referees, and Other Sports Officials",70,0.68,24680
31,NE,Nebraska,27,2041,Music Directors and Composers,280,1.58,42630
31,NE,Nebraska,27,2042,Musicians and Singers,220,0.74,*
31,NE,Nebraska,27,3011,Radio and Television Announcers,420,1.9,33120
31,NE,Nebraska,27,3022,Reporters and Correspondents,580,1.81,25420
31,NE,Nebraska,27,3031,Public Relations Specialists,1870,1.32,50220
31,NE,Nebraska,27,3041,Editors,500,0.72,38430
31,NE,Nebraska,27,3042,Technical Writers,250,0.78,51130
31,NE,Nebraska,27,3043,Writers and Authors,270,0.9,42610
31,NE,Nebraska,27,3091,Interpreters and Translators,450,1.27,40840
31,NE,Nebraska,27,3099,"Media and Communication Workers, All Other",70,0.48,35540
31,NE,Nebraska,27,4011,Audio and Video Equipment Technicians,420,1.1,38490
31,NE,Nebraska,27,4012,Broadcast Technicians,210,0.93,35170
31,NE,Nebraska,27,4021,Photographers,500,1.26,24420
31,NE,Nebraska,27,4031,"Camera Operators, Television, Video, and Motion Picture",60,0.54,39680
31,NE,Nebraska,27,4032,Film and Video Editors,40,0.27,49150
31,NE,Nebraska,29,0,Healthcare Practitioners and Technical Occupations,54630,1.02,65330
31,NE,Nebraska,29,1011,Chiropractors,360,1.83,63160
31,NE,Nebraska,29,1021,"Dentists, General",480,0.73,180260
31,NE,Nebraska,29,1031,Dietitians and Nutritionists,470,1.15,48360
31,NE,Nebraska,29,1041,Optometrists,280,1.38,125220
31,NE,Nebraska,29,1051,Pharmacists,2330,1.18,100830
31,NE,Nebraska,29,1061,Anesthesiologists,190,0.9,#
31,NE,Nebraska,29,1062,Family and General Practitioners,1070,1.39,195890
31,NE,Nebraska,29,1063,"Internists, General",160,0.51,224300
31,NE,Nebraska,29,1064,Obstetricians and Gynecologists,110,0.72,208120
31,NE,Nebraska,29,1065,"Pediatricians, General",210,0.98,213610
31,NE,Nebraska,29,1066,Psychiatrists,100,0.57,171550
31,NE,Nebraska,29,1067,Surgeons,230,0.77,#
31,NE,Nebraska,29,1069,"Physicians and Surgeons, All Other",1590,0.74,141370
31,NE,Nebraska,29,1071,Physician Assistants,880,1.5,87760
31,NE,Nebraska,29,1081,Podiatrists,60,0.94,127690
31,NE,Nebraska,29,1122,Occupational Therapists,790,1.06,72400
31,NE,Nebraska,29,1123,Physical Therapists,1390,1.03,75410
31,NE,Nebraska,29,1124,Radiation Therapists,130,1,72080
31,NE,Nebraska,29,1125,Recreational Therapists,180,1.32,37590
31,NE,Nebraska,29,1126,Respiratory Therapists,810,0.99,51280
31,NE,Nebraska,29,1127,Speech-Language Pathologists,1000,1.16,62990
31,NE,Nebraska,29,1128,Exercise Physiologists,30,0.75,45830
31,NE,Nebraska,29,1129,"Therapists, All Other",50,0.54,48690
31,NE,Nebraska,29,1131,Veterinarians,660,1.67,74940
31,NE,Nebraska,29,1141,Registered Nurses,18590,1.01,56350
31,NE,Nebraska,29,1151,Nurse Anesthetists,420,1.73,133680
31,NE,Nebraska,29,1171,Nurse Practitioners,770,1.04,82600
31,NE,Nebraska,29,1181,Audiologists,90,1.05,63080
31,NE,Nebraska,29,1199,"Health Diagnosing and Treating Practitioners, All Other",210,0.96,*
31,NE,Nebraska,29,2011,Medical and Clinical Laboratory Technologists,1530,1.36,52950
31,NE,Nebraska,29,2012,Medical and Clinical Laboratory Technicians,1240,1.12,34570
31,NE,Nebraska,29,2021,Dental Hygienists,1220,0.91,63300
31,NE,Nebraska,29,2031,Cardiovascular Technologists and Technicians,460,1.28,49910
31,NE,Nebraska,29,2032,Diagnostic Medical Sonographers,370,0.92,61360
31,NE,Nebraska,29,2033,Nuclear Medicine Technologists,120,0.83,62730
31,NE,Nebraska,29,2034,Radiologic Technologists,1600,1.17,48710
31,NE,Nebraska,29,2035,Magnetic Resonance Imaging Technologists,**,**,58290
31,NE,Nebraska,29,2041,Emergency Medical Technicians and Paramedics,760,0.47,34020
31,NE,Nebraska,29,2051,Dietetic Technicians,90,0.54,31540
31,NE,Nebraska,29,2052,Pharmacy Technicians,2380,0.96,27770
31,NE,Nebraska,29,2053,Psychiatric Technicians,290,0.61,28980
31,NE,Nebraska,29,2054,Respiratory Therapy Technicians,100,1.07,49860
31,NE,Nebraska,29,2055,Surgical Technologists,720,1.05,40590
31,NE,Nebraska,29,2056,Veterinary Technologists and Technicians,580,0.99,27650
31,NE,Nebraska,29,2057,Ophthalmic Medical Technicians,260,1.29,32640
31,NE,Nebraska,29,2061,Licensed Practical and Licensed Vocational Nurses,6080,1.2,37840
31,NE,Nebraska,29,2071,Medical Records and Health Information Technicians,1460,1.14,35570
31,NE,Nebraska,29,2081,"Opticians, Dispensing",370,0.82,30330
31,NE,Nebraska,29,2091,Orthotists and Prosthetists,70,1.24,70670
31,NE,Nebraska,29,2092,Hearing Aid Specialists,50,1.51,41660
31,NE,Nebraska,29,2099,"Health Technologists and Technicians, All Other",280,0.47,40600
31,NE,Nebraska,29,9011,Occupational Health and Safety Specialists,410,0.98,61620
31,NE,Nebraska,29,9012,Occupational Health and Safety Technicians,100,1.21,39750
31,NE,Nebraska,29,9091,Athletic Trainers,140,0.99,43320
31,NE,Nebraska,29,9099,"Healthcare Practitioners and Technical Workers, All Other",150,0.46,49600
31,NE,Nebraska,31,0,Healthcare Support Occupations,26060,0.95,26810
31,NE,Nebraska,31,1011,Home Health Aides,1780,0.3,24150
31,NE,Nebraska,31,1014,Nursing Assistants,14130,1.42,24180
31,NE,Nebraska,31,1015,Orderlies,140,0.36,22640
31,NE,Nebraska,31,2011,Occupational Therapy Assistants,130,0.64,55570
31,NE,Nebraska,31,2012,Occupational Therapy Aides,50,0.87,27580
31,NE,Nebraska,31,2021,Physical Therapist Assistants,650,1.33,50180
31,NE,Nebraska,31,2022,Physical Therapist Aides,630,1.84,22290
31,NE,Nebraska,31,9011,Massage Therapists,340,0.68,27110
31,NE,Nebraska,31,9091,Dental Assistants,1960,0.93,32130
31,NE,Nebraska,31,9092,Medical Assistants,3160,0.81,29010
31,NE,Nebraska,31,9093,Medical Equipment Preparers,330,0.93,33040
31,NE,Nebraska,31,9094,Medical Transcriptionists,720,1.38,31910
31,NE,Nebraska,31,9095,Pharmacy Aides,180,0.62,23930
31,NE,Nebraska,31,9096,Veterinary Assistants and Laboratory Animal Caretakers,410,0.81,23500
31,NE,Nebraska,31,9097,Phlebotomists,800,1.13,30150
31,NE,Nebraska,31,9099,"Healthcare Support Workers, All Other",**,**,36570
31,NE,Nebraska,33,0,Protective Service Occupations,15060,0.67,39760
31,NE,Nebraska,33,1012,First-Line Supervisors of Police and Detectives,650,0.92,70300
31,NE,Nebraska,33,1021,First-Line Supervisors of Fire Fighting and Prevention Workers,**,**,74250
31,NE,Nebraska,33,1099,"First-Line Supervisors of Protective Service Workers, All Other",290,0.67,45360
31,NE,Nebraska,33,2011,Firefighters,1170,0.56,44210
31,NE,Nebraska,33,2021,Fire Inspectors and Investigators,80,0.99,53020
31,NE,Nebraska,33,3011,Bailiffs,70,0.61,42450
31,NE,Nebraska,33,3012,Correctional Officers and Jailers,1940,0.64,34890
31,NE,Nebraska,33,3021,Detectives and Criminal Investigators,**,**,73890
31,NE,Nebraska,33,3051,Police and Sheriff's Patrol Officers,3530,0.8,49710
31,NE,Nebraska,33,9011,Animal Control Workers,90,0.93,26160
31,NE,Nebraska,33,9021,Private Detectives and Investigators,320,1.97,62470
31,NE,Nebraska,33,9032,Security Guards,4180,0.57,28120
31,NE,Nebraska,33,9091,Crossing Guards,100,0.21,21470
31,NE,Nebraska,33,9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",980,1.11,17340
31,NE,Nebraska,33,9093,Transportation Security Screeners,240,0.71,35940
31,NE,Nebraska,33,9099,"Protective Service Workers, All Other",560,0.98,26230
31,NE,Nebraska,35,0,Food Preparation and Serving Related Occupations,77320,0.95,19570
31,NE,Nebraska,35,1011,Chefs and Head Cooks,360,0.53,36450
31,NE,Nebraska,35,1012,First-Line Supervisors of Food Preparation and Serving Workers,5340,0.93,30230
31,NE,Nebraska,35,2011,"Cooks, Fast Food",5990,1.69,17560
31,NE,Nebraska,35,2012,"Cooks, Institution and Cafeteria",3720,1.34,22140
31,NE,Nebraska,35,2014,"Cooks, Restaurant",4780,0.68,21670
31,NE,Nebraska,35,2015,"Cooks, Short Order",1330,1.17,20200
31,NE,Nebraska,35,2021,Food Preparation Workers,6040,1.1,19060
31,NE,Nebraska,35,3011,Bartenders,4600,1.22,18470
31,NE,Nebraska,35,3021,"Combined Food Preparation and Serving Workers, Including Fast Food",18270,0.88,18290
31,NE,Nebraska,35,3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",2830,0.93,18260
31,NE,Nebraska,35,3031,Waiters and Waitresses,15680,0.96,17960
31,NE,Nebraska,35,3041,"Food Servers, Nonrestaurant",2220,1.33,18960
31,NE,Nebraska,35,9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1430,0.52,19110
31,NE,Nebraska,35,9021,Dishwashers,2470,0.7,17700
31,NE,Nebraska,35,9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2110,0.88,17470
31,NE,Nebraska,35,9099,"Food Preparation and Serving Related Workers, All Other",110,0.41,18640
31,NE,Nebraska,37,0,Building and Grounds Cleaning and Maintenance Occupations,26990,0.91,23510
31,NE,Nebraska,37,1011,First-Line Supervisors of Housekeeping and Janitorial Workers,1110,0.92,33370
